customerID,tenure,MonthlyCharges,Churn_Probability,Cluster
8095-WANWK,10,45.25,0.15,0
3030-ZKIWL,1,20.05,0.03,0
9565-FLVCG,65,69.55,0.03,1
8755-OGKNA,57,19.5,0.0,2
2800-VEQXM,3,74.75,0.24,3
7538-GWHML,2,69.65,0.77,3
5533-RJFTJ,49,30.2,0.07,2
3859-CVCET,4,45.65,0.71,0
0214-JHPFW,70,57.8,0.0,2
5642-MHDQT,53,19.85,0.01,2
3088-FVYWK,53,25.55,0.0,2
3276-HDUEG,1,75.05,0.88,3
9092-GDZKO,22,24.85,0.15,0
0823-HSCDJ,52,49.15,0.81,2
3729-OWRVL,65,110.35,0.04,1
2324-AALNO,48,24.55,0.0,2
0822-GAVAP,2,34.7,0.95,0
5760-IFJOZ,3,107.95,0.16,3
2826-UWHIS,45,81.4,0.12,1
1448-PWKYE,1,80.0,0.89,3
7501-IWUNG,61,73.8,0.0,1
4957-TREIR,3,64.4,0.26,3
7251-LJBQN,40,103.75,0.07,1
8040-MNRTF,1,71.1,1.0,3
1536-HBSWP,1,49.9,0.24,0
5313-FPXWG,51,24.6,0.01,2
0067-DKWBL,2,49.25,0.82,0
0946-FKYTX,52,30.1,0.05,2
5076-YVXCM,51,83.4,0.16,1
8262-COGGB,1,20.45,0.1,0
6663-JOCQO,31,75.25,0.02,3
9620-QJREV,47,20.55,0.0,2
2276-YDAVZ,3,75.1,0.92,3
2682-KEVRP,22,20.05,0.0,0
2480-JZOSN,1,20.65,0.22833333333333336,0
0078-XZMHT,72,85.15,0.0,1
5896-NPFWW,3,50.15,0.44,0
9978-HYCIN,47,84.95,0.03,1
8338-QIUNR,72,66.5,0.03,1
1525-LNLOJ,66,63.3,0.04,1
9450-TRJUU,35,83.15,0.22,3
1766-GKNMI,29,84.9,0.31,3
6942-LBFDP,2,20.55,0.056666666666666664,0
1456-TWCGB,4,49.25,0.15,0
7133-VBDCG,25,79.85,0.73,3
7596-ZYWBB,65,59.6,0.01,2
8329-UTMVM,27,104.65,0.13,3
3014-WJKSM,29,75.3,0.08,3
3347-YJZZE,29,80.1,0.04,3
1029-QFBEN,1,19.55,0.4985000000000001,0
7929-DMBCV,20,81.0,0.2,3
9661-JALZV,58,24.7,0.0,2
5433-KYGHE,14,86.0,0.4,3
4312-KFRXN,72,25.4,0.0,2
5575-TPIZQ,46,89.15,0.11,1
0114-IGABW,71,58.25,0.0,1
9944-AEXBM,32,85.65,0.22,3
1853-ARAAQ,26,50.35,0.16,0
6952-OMNWB,68,80.35,0.07,1
4697-LUPSU,2,20.2,0.14,0
8434-VGEQQ,61,20.55,0.0,2
4952-YSOGZ,4,85.95,0.95,3
1589-AGTLK,3,45.35,0.93,0
5244-IRFIH,33,94.5,0.93,3
6549-YMFAW,9,21.25,0.14,0
4950-HKQTE,22,26.25,0.0,0
6786-OBWQR,5,80.85,0.2,3
2684-EIWEO,30,91.7,0.72,3
2753-JMMCV,65,74.2,0.02,1
6439-GTPCA,45,87.25,0.8,1
6621-YOBKI,5,20.35,0.21,0
1216-JWVUX,25,75.5,0.27,3
7564-GHCVB,72,79.05,0.04,1
1173-NOEYG,27,90.15,0.35,3
7595-EHCDL,32,50.6,0.22,2
6647-ZEDXT,30,110.45,0.04,3
2521-NPUZR,70,101.0,0.03,1
1307-TVUFB,42,79.35,0.46,1
7503-MIOGA,72,89.85,0.0,1
4381-MHQDC,47,65.0,0.03,2
6923-JHPMP,2,80.45,0.21,3
5138-WVKYJ,10,98.55,0.89,3
4018-PPNDW,61,24.1,0.0,2
1635-FJFCC,5,44.05,0.54,0
2499-AJYUA,72,110.8,0.0,1
6919-ELBGL,72,114.95,0.0,1
3966-HRMZA,3,75.05,0.56,3
6425-JWTDV,48,19.25,0.0,2
8405-IGQFX,63,90.05,0.04,1
8224-IVVPA,27,56.7,0.07,3
9477-LGWQI,70,80.15,0.0,1
1410-RSCMR,7,71.35,0.04,3
0139-IVFJG,2,90.35,0.19,3
6683-VLCTZ,20,98.55,0.92,3
5730-DBDSI,66,19.7,0.01,2
0030-FNXPP,3,19.85,0.13,0
2189-WWOEW,15,85.9,0.4,3
5684-FJVYR,72,90.35,0.03,1
4013-GUXND,1,20.8,0.12166666666666666,0
1894-IGFSG,22,89.25,0.8,3
7379-POKDZ,3,70.3,0.81,3
1266-NZYUI,72,66.85,0.04,1
7969-FFOWG,65,19.9,0.0,2
4718-DHSMV,11,35.8,0.42,0
5175-WLYXL,22,78.85,0.32,3
7817-OMJNA,14,20.4,0.07,0
8728-SKJLR,41,74.25,0.19,3
3137-NYQQI,17,64.8,0.02,3
7706-DZNKK,11,20.45,0.01,0
0236-HFWSV,15,93.35,0.88,3
3900-AQPHZ,1,19.9,0.3113095238095238,0
5842-POCOP,5,88.9,0.84,3
2037-XJFUP,33,95.8,0.72,3
8823-RLPWL,72,110.65,0.0,1
9505-SQFSW,3,40.3,0.07,0
7314-OXENN,2,82.0,0.79,3
3758-CKOQL,59,107.0,0.01,1
0322-CHQRU,2,45.35,0.88,0
5676-CFLYY,71,73.35,0.0,1
7521-AFHAB,5,44.8,0.07,0
0285-INHLN,27,54.75,0.03,3
4678-DVQEO,1,52.2,0.72,0
5125-CNDSP,63,40.6,0.0,2
0691-IFBQW,46,110.0,0.68,1
4992-LTJNE,72,55.3,0.0,2
2202-OUTMO,34,60.85,0.05,3
0810-BDHAW,24,78.4,0.05,3
0229-LFJAF,72,69.65,0.0,1
7131-ZQZNK,60,59.85,0.0,2
3442-ZHHCC,68,76.9,0.19,1
5726-CVNYA,8,19.85,0.06,0
9871-ELEYA,34,67.65,0.01,3
4257-GAESD,6,45.0,0.19,0
5173-WXOQV,2,64.2,0.21,3
2040-OBMLJ,31,81.7,0.12,3
6286-ZHAOK,20,25.55,0.04,0
3807-XHCJH,1,20.0,0.16,0
3009-JWMPU,62,96.75,0.7,1
5671-RQRLP,70,75.65,0.13,1
1450-GALXR,10,98.5,0.89,3
8859-AXJZP,39,23.8,0.0,2
3174-AKMAS,46,64.2,0.01,2
3138-BKYAV,6,85.35,0.94,3
9926-PJHDQ,72,76.8,0.03,1
7382-DFJTU,18,55.2,0.08,3
2798-NYLMZ,71,108.55,0.24,1
4289-DTDKW,40,101.3,0.92,1
1820-TQVEV,1,69.55,0.99,3
2239-JALAW,58,103.25,0.79,1
4853-RULSV,70,104.0,0.71,1
8098-TDCBU,42,25.25,0.01,2
3551-GAEGL,34,30.4,0.04,2
4785-NKHCX,5,20.05,0.15,0
3196-NVXLZ,25,84.6,0.13,3
6275-YDUVO,2,86.2,0.84,3
0036-IHMOT,55,103.7,0.07,1
0115-TFERT,21,111.2,0.78,3
4178-EGMON,70,88.0,0.0,1
4220-TINQT,61,106.35,0.1,1
5318-YKDPV,43,79.15,0.0,1
7975-TZMLR,47,103.1,0.09,1
0295-QVKPB,5,63.95,0.05,3
4335-BSMJS,62,25.8,0.0,2
2311-QYMUQ,16,89.45,0.7,3
3643-AHCFP,7,95.6,0.94,3
9146-JRIOX,14,25.55,0.15,0
3104-OWCGK,60,90.95,0.75,1
5337-IIWKZ,34,44.85,0.06,2
9101-BWFSS,50,108.55,0.36,1
9650-VBUOG,38,25.05,0.0,2
3487-EARAT,70,74.1,0.04,1
2672-TGEFF,37,88.8,0.16,3
9231-ZJYAM,4,78.85,0.96,3
4250-WAROZ,60,93.25,0.11,1
8184-WMOFI,62,71.4,0.02,1
6982-SSHFK,1,44.4,0.74,0
6092-QZVPP,36,79.2,0.01,3
4625-LAMOB,44,20.4,0.0,2
0727-BMPLR,55,100.0,0.06,1
0392-BZIUW,72,105.0,0.04,1
1038-ZAGBI,12,19.8,0.59,0
6549-NNDYT,13,30.85,0.08,0
3027-ZTDHO,1,89.9,0.96,3
0422-OHQHQ,15,20.55,0.0,0
6916-HIJSE,65,84.85,0.01,1
2316-ESMLS,12,33.15,0.02,0
9778-OGKQZ,72,92.0,0.0,1
7408-OFWXJ,72,89.8,0.0,1
6007-TCTST,72,115.8,0.01,1
2252-NKNSI,52,85.15,0.02,1
8713-IGZSO,2,24.85,0.01,0
7905-TVXTA,5,64.35,0.13,3
7695-PKLCZ,68,20.5,0.0,2
2382-BCKQJ,62,100.15,0.66,1
8374-UULRV,72,86.05,0.02,1
2207-NHRJK,1,50.8,0.79,0
3224-DFQNQ,66,89.0,0.01,1
5275-PMFUT,72,64.8,0.0,1
4795-UXVCJ,26,19.8,0.0,0
9777-IQHWP,64,93.4,0.03,1
0947-MUGVO,20,73.65,0.89,3
9944-HKVVB,3,95.1,0.89,3
4124-MMETB,22,94.65,0.74,3
3671-SHRSP,4,80.6,0.83,3
0979-MOZQI,62,39.0,0.06,2
2732-ISEZX,5,20.5,0.07,0
3313-QKNKB,59,85.55,0.72,1
0323-XWWTN,3,26.4,0.0,0
1937-OTUKY,72,98.2,0.04,1
1573-LGXBA,57,97.55,0.06,1
1764-VUUMT,66,19.95,0.0,2
5073-WXOYN,60,50.8,0.75,2
4713-ZBURT,45,99.7,0.03,1
3050-GBUSH,3,34.8,0.24,0
0207-MDKNV,15,105.1,0.74,3
7876-AEHIG,51,60.15,0.02,2
7945-HLKEA,60,64.75,0.01,1
9342-VNIMQ,33,54.65,0.06,2
9851-KIELU,10,110.1,0.75,3
3523-BRGUW,26,19.3,0.02,0
3908-BLSYF,6,83.9,0.81,3
3199-NPKCN,67,111.25,0.04,1
5170-PTRKA,49,35.8,0.02,2
4661-NJEUX,1,20.05,0.2,0
2123-AGEEN,7,84.35,0.28,3
1258-YMZNM,27,110.5,0.06,3
0048-LUMLS,37,91.2,0.08,3
7549-MYGPK,63,100.55,0.76,1
5898-IGSLP,31,89.3,0.07,3
3804-RVTGV,50,103.85,0.8,1
6259-WJQLC,32,81.1,0.09,3
9227-LUNBG,1,24.6,0.8,0
7997-EASSD,63,81.2,0.02,1
0730-KOAVE,30,94.3,0.21,3
8975-SKGRX,71,116.1,0.01,1
0678-RLHVP,53,105.55,0.06,1
4315-MURBD,12,98.9,0.88,3
2267-FPIMA,50,94.4,0.06,1
1051-GEJLJ,2,19.5,0.38,0
9734-YWGEX,9,98.3,0.92,3
2719-BDAQO,17,93.85,0.83,3
5285-MVEHD,56,105.6,0.07,1
0379-DJQHR,67,81.35,0.01,1
0781-LKXBR,9,100.5,0.99,3
5543-QDCRY,4,56.4,0.26,0
0297-RBCSG,19,65.35,0.09,3
4694-PHWFW,8,19.95,0.04,0
0835-JKADZ,71,111.25,0.02,1
1907-UBQFC,10,72.85,0.91,3
7508-SMHXL,15,89.0,0.21,3
3865-YIOTT,72,106.1,0.09,1
5993-BQHEA,12,20.05,0.0,0
6024-RUGGH,72,25.2,0.01,2
6513-EECDB,1,73.55,0.88,3
3956-CJUST,23,75.4,0.12,3
4079-WWQQQ,72,65.55,0.0,1
6103-BOCOU,26,80.7,0.29,3
5149-TGWDZ,21,104.55,0.17,3
7471-WNSUF,60,24.15,0.02,2
8942-DBMHZ,12,20.45,0.0,0
4301-VVZKA,16,75.4,0.17,3
9199-PWQVC,63,79.7,0.09,1
4824-GUCBY,22,81.7,0.09,3
5393-HJZSM,32,76.3,0.09,3
7074-IEVOJ,3,79.4,0.89,3
9625-QSTYE,13,81.15,0.89,3
0862-PRCBS,68,103.75,0.05,1
8812-ZRHFP,30,86.45,0.34,3
5146-CBVOE,16,75.1,0.14,3
0454-OKRCT,33,80.6,0.04,3
5787-KXGIY,72,19.3,0.0,2
4750-ZRXIU,4,84.6,0.96,3
4198-VFOEA,12,33.6,0.06,0
6630-UJZMY,4,83.25,0.25,3
6400-BWQKW,6,79.05,0.74,3
2692-AQCPF,65,108.05,0.0,1
0347-UBKUZ,15,19.9,0.02,0
0835-DUUIQ,24,21.05,0.0,0
0811-GSDTP,13,30.15,0.11,0
7567-ECMCM,24,79.85,0.1,3
6115-ZTBFQ,72,65.5,0.01,1
6353-BRMMA,54,104.1,0.08,1
6680-WKXRZ,3,74.4,0.96,3
6231-WFGFH,4,20.5,0.02,0
9904-EHEVJ,32,91.35,0.15,3
7028-DVOIQ,35,99.05,0.91,3
6169-PPETC,35,20.5,0.0,2
4208-UFFGW,2,44.95,0.8,0
8584-KMVXD,8,75.6,0.18,3
8467-WYNSR,22,55.1,0.12,3
0851-DFJKB,15,58.95,0.08,3
5382-SOYZL,22,95.1,0.13,3
9448-REEVD,1,44.7,0.89,0
3261-CQXOL,71,25.45,0.0,2
8388-FYNPZ,4,56.75,0.2,0
4002-BQWPQ,25,81.75,0.08,3
5651-YLPRD,32,86.1,0.13,3
2826-DXLQO,7,29.8,0.45,0
4378-BZYFP,17,20.5,0.0,0
9489-UTFKA,8,60.9,0.15,3
4849-PYRLQ,56,73.25,0.03,1
9117-SHLZX,1,45.7,0.88,0
9889-TMAHG,8,100.3,0.8,3
4541-RMRLG,7,19.25,0.66,0
7764-BDPEE,3,20.85,0.0,0
3429-IFLEM,71,77.35,0.03,1
3158-MOERK,2,96.0,1.0,3
7294-TMAOP,1,90.55,0.98,3
5002-GCQFH,49,93.85,0.09,1
0556-FJEGU,58,70.1,0.01,1
8919-FYFQZ,44,30.35,0.33,2
0604-THJFP,59,75.95,0.01,1
2834-JRTUA,71,108.05,0.62,1
5875-YPQFJ,1,69.9,0.6683928571428573,3
5879-SESNB,11,75.25,0.23,3
6646-QVXLR,62,103.75,0.69,1
6461-PPAXN,35,54.95,0.02,2
3318-ISQFQ,20,19.5,0.01,0
1106-HRLKZ,40,19.6,0.0,2
2483-XSSMZ,39,47.85,0.03,2
8603-IJWDN,1,86.6,0.99,3
8165-ZJRNM,72,23.75,0.0,2
9369-XFEHK,33,80.6,0.65,3
2604-XVDAM,12,43.8,0.04,0
3717-OFRTN,1,19.75,0.055,0
9046-JBFWA,27,19.15,0.04,0
3280-NMUVX,34,19.6,0.0,0
1206-EHBDD,56,80.3,0.03,1
8361-LBRDI,58,24.35,0.0,2
4883-KCPZJ,22,25.25,0.0,0
9108-EQPNQ,10,26.1,0.02,0
7277-KAMWT,13,20.0,0.0,0
3842-IYKUE,35,85.3,0.73,3
6641-XRPSU,34,70.0,0.77,3
1374-DMZUI,4,94.3,0.98,3
2545-LXYVJ,72,20.7,0.0,2
3234-VKACU,2,70.3,0.39,3
8357-EQXFO,7,95.35,0.98,3
1989-PRJHP,27,75.5,0.83,3
8120-JDCAM,4,69.55,0.2,3
8917-FAEMR,37,19.85,0.0,2
7047-YXDMZ,21,20.0,0.0,0
2858-EIMXH,53,95.85,0.36,1
9524-EGPJC,18,90.1,0.78,3
6993-OHLXR,2,68.95,0.89,3
8818-XYFCQ,32,99.55,0.34,3
6419-ZTTLE,23,20.75,0.03,0
0929-HYQEW,3,50.15,0.14,0
6614-YOLAC,71,58.65,0.0,1
7426-RHZGU,9,95.9,0.55,3
4065-JJAVA,1,49.5,0.09,0
4695-VADHF,18,57.45,0.76,3
3863-IUBJR,12,53.65,0.71,0
7649-SIJJF,71,80.1,0.0,1
9361-YNQWJ,64,24.4,0.02,2
3748-FVMZZ,4,40.05,0.17,0
9391-TTOYH,23,19.5,0.05,0
1452-XRSJV,39,51.05,0.0,2
3422-WJOYD,28,54.35,0.0,3
8242-SOQUO,5,84.7,0.23,3
7460-ITWWP,45,86.1,0.59,1
7147-AYBAA,37,70.35,0.11,3
7868-TMWMZ,60,110.0,0.1,1
4822-RVYBB,8,100.6,1.0,3
6732-FZUGP,47,94.9,0.03,1
8436-BJUMM,26,83.75,0.39,3
4184-TJFAN,3,88.3,0.81,3
8329-GWVPJ,50,69.75,0.16,1
1352-VHKAJ,27,71.6,0.02,3
4145-UQXUQ,8,92.1,0.9,3
2632-TACXW,62,23.65,0.0,2
8146-QQKZH,71,81.85,0.0,1
1767-CJKBA,66,25.1,0.0,2
6445-TNRXS,68,114.7,0.08,1
4581-LNWUM,13,49.15,0.46,0
4869-EPIUS,56,80.9,0.12,1
9948-YPTDG,38,79.45,0.8,3
1236-WFCDV,14,90.45,0.81,3
1915-OAKWD,16,19.3,0.04,0
7296-PIXQY,14,70.2,0.57,3
4883-QICIH,32,69.75,0.79,3
3354-OADJP,8,54.25,0.08,0
3524-WQDSG,43,99.3,0.42,1
0810-DHDBD,52,74.0,0.01,1
4026-SKKHW,3,50.25,0.04,0
2829-HYVZP,29,19.8,0.0,0
8329-IBCTI,1,19.65,0.036000000000000004,0
1271-SJBGZ,12,43.65,0.25,0
3845-JHAMY,16,35.5,0.1,0
7013-PSXHK,40,80.75,0.07,3
5669-SRAIP,5,39.5,0.89,0
5981-ITEMU,40,97.1,0.87,1
3486-NPGST,36,19.55,0.0,2
6941-PMGEP,5,80.0,0.93,3
1624-WOIWJ,10,84.7,0.78,3
2074-GKOWZ,2,89.55,0.62,3
0376-YMCJC,23,90.6,0.78,3
6100-FJZDG,26,20.05,0.0,0
4829-ZLJTK,72,112.4,0.05,1
1730-VFMWO,34,50.2,0.03,2
7143-BQIBA,10,62.25,0.06,3
3800-LYTRK,14,55.7,0.02,0
0634-SZPQA,23,90.05,0.76,3
9646-NMHXE,47,19.65,0.0,2
7030-NJVDP,24,89.25,0.14,3
5536-RTPWK,49,99.05,0.83,1
8883-GRDWQ,20,54.0,0.04,0
6166-ILMNY,2,69.75,0.98,3
3097-NNSPB,2,49.05,0.89,0
7771-ZONAT,22,56.75,0.01,3
0655-RBDUG,7,98.05,0.9,3
2111-DWYHN,1,21.1,0.14666666666666667,0
4194-WHFCB,59,96.65,0.06,1
4121-AGSIN,58,24.5,0.01,2
4361-BKAXE,41,114.5,0.46,1
9845-PEEKO,59,79.2,0.22,1
0455-XFASS,3,69.55,0.24,3
0301-KOBTQ,32,20.05,0.0,0
1751-NCDLI,46,98.85,0.96,1
9878-TNQGW,2,80.95,0.68,3
9170-ARBTB,52,19.6,0.0,2
4441-NIHPT,13,74.3,0.79,3
8999-BOHSE,11,89.7,0.94,3
7241-AJHFS,32,87.65,0.08,3
7029-RPUAV,17,100.45,0.64,3
4546-FOKWR,16,74.75,0.12,3
9036-CSKBW,51,107.45,0.05,1
5832-TRLPB,29,75.35,0.2,3
8590-YFFQO,70,64.95,0.02,1
8659-IOOPU,71,100.45,0.04,1
1338-CECEE,41,68.5,0.02,2
7439-DKZTW,1,80.55,0.36,3
4646-QZXTF,7,81.25,0.11,3
4607-CHPCA,25,90.4,0.72,3
9742-XOKTS,67,89.55,0.02,1
6921-OZMFH,5,55.7,0.16,0
9578-FOMUK,15,24.8,0.05,0
4712-UYOOI,20,20.0,0.07,0
8824-RWFXJ,3,56.15,0.68,0
7722-CVFXN,54,105.2,0.13,1
8717-VCTXJ,42,19.55,0.0,2
7363-QTBIW,9,79.75,0.67,3
4159-NAAIX,63,97.45,0.05,1
0971-QIFJK,69,24.25,0.0,2
9397-TZSHA,69,24.6,0.0,2
3391-JSQEW,40,50.15,0.05,2
0343-QLUZP,60,39.6,0.0,2
9763-PDTKK,4,94.4,0.81,3
2176-LVPNX,71,89.85,0.03,1
7627-JKIAZ,37,78.95,0.35,3
3312-UUMZW,32,98.85,0.18,3
1271-UODNO,39,53.85,0.03,2
8461-EFQYM,38,24.25,0.03,2
6900-RBKER,52,89.45,0.03,1
6891-JPYFF,48,105.25,0.1,1
1459-QNFQT,70,59.5,0.0,1
1047-NNCBF,20,70.55,0.08,3
3696-XRIEN,50,82.5,0.06,1
4081-DYXAV,19,44.85,0.62,0
0074-HDKDG,25,61.6,0.01,3
8791-GFXLZ,12,49.05,0.06,0
8111-SLLHI,39,105.65,0.92,1
0927-LCSMG,7,74.65,0.72,3
9330-DHBFL,23,66.25,0.01,3
0098-BOWSO,27,19.4,0.03,0
3452-ABWRL,47,86.05,0.15,1
5859-HZYLF,26,19.15,0.0,0
8257-RZAHR,14,64.7,0.73,3
5293-WXJAK,11,104.05,0.88,3
3156-QLHBO,2,19.25,0.03,0
2208-NQBCT,26,81.95,0.1,3
1779-PWPMG,72,114.65,0.0,1
6621-NRZAK,63,20.0,0.0,2
0831-JNISG,71,19.8,0.0,2
0774-IFUVM,11,65.15,0.09,3
3082-WQRVY,14,19.65,0.04,0
9553-DLCLU,13,88.95,0.03,3
1641-BYBTK,6,20.2,0.01,0
2460-NGXBJ,11,75.2,0.16,3
2446-ZKVAF,18,56.8,0.05,3
0841-NULXI,1,35.55,1.0,0
3522-CDKHF,32,75.5,0.19,3
1430-SFQSA,29,35.6,0.0,0
0411-EZJZE,3,60.25,0.2,3
7851-WZEKY,2,95.15,0.99,3
8844-TONUD,13,96.65,0.8,3
8807-ARQET,41,40.35,0.06,2
8992-CEUEN,1,18.85,0.04,0
4320-QMLLA,7,54.85,0.18,0
8777-PVYGU,52,64.3,0.03,2
8292-ITGYJ,45,24.65,0.0,2
6870-ZWMNX,70,76.1,0.0,1
0621-CXBKL,53,18.7,0.02,2
5268-DSMNQ,62,97.95,0.2,1
5334-JLAXU,60,94.1,0.02,1
4086-YQSNZ,3,80.4,0.89,3
6242-MBHPK,23,95.1,0.15,3
5868-CZJDR,1,31.35,0.79,0
9359-UGBTK,67,72.35,0.1,1
0135-NMXAP,12,89.75,0.87,3
4782-OSFXZ,71,82.7,0.0,1
6479-OAUSD,25,19.9,0.0,0
7129-ACFOG,5,53.8,0.13,0
4189-NAKJS,26,51.55,0.06,0
5562-BETPV,1,19.65,0.09,0
1282-IHQAC,70,44.05,0.02,2
9127-FHJBZ,72,114.0,0.07,1
6270-OMFIW,60,94.4,0.78,1
1641-RQDAY,32,100.4,0.46,3
0107-WESLM,1,19.85,0.74,0
6994-ORCWG,14,54.25,0.02,0
1346-UFHAX,13,80.0,0.08,3
3992-YWPKO,6,109.9,0.82,3
2933-XEUJM,46,79.2,0.01,1
0125-LZQXK,15,101.35,0.42,3
5461-QKNTN,43,94.3,0.5,1
4835-YSJMR,39,49.8,0.08,2
8399-YNDCH,21,60.05,0.66,3
3164-YAXFY,57,53.75,0.15,2
0887-WBJVH,53,93.45,0.01,1
4660-IRIBM,18,87.9,0.08,3
5673-FSSMF,1,60.15,0.61,0
7670-ZBPOQ,58,61.05,0.0,2
8089-UZWLX,71,104.05,0.2,1
0080-OROZO,35,99.25,0.06,1
3916-NRPAP,3,85.7,0.19,3
6807-SIWJI,38,104.85,0.05,1
8221-HVAYI,35,69.15,0.0,3
1579-KLYDT,7,90.45,0.74,3
5232-NXPAY,47,74.45,0.0,1
8967-SZQAS,14,50.45,0.01,0
4468-KAZHE,20,60.0,0.07,3
0455-ENTCR,66,85.25,0.03,1
8944-AILEF,15,19.45,0.16,0
5542-NKVRU,42,20.75,0.0,2
7126-RBHSD,17,78.9,0.69,3
5370-IIVVL,37,104.5,0.12,1
6789-HJBWG,12,49.4,0.09,0
3927-NLNRY,53,94.25,0.69,1
9087-EYCPR,60,25.0,0.01,2
6791-YBNAK,18,25.55,0.04,0
6358-LYNGM,1,74.9,0.8,3
6077-BDPXA,3,70.15,0.08,3
0013-MHZWF,9,69.4,0.08,3
5494-HECPR,1,80.25,0.98,3
8268-YDIXR,56,93.15,0.03,1
9824-BEMCV,17,69.0,0.9,3
1373-ORVIZ,11,66.35,0.67,3
4291-SHSBH,7,69.55,0.26,3
6980-IMXXE,69,20.2,0.0,2
9866-QEVEE,19,86.0,0.39,3
9897-KXHCM,3,80.3,0.76,3
0040-HALCW,54,20.4,0.01,2
0784-GTUUK,62,23.75,0.04,2
7979-CORPM,24,90.55,0.73,3
2294-DMMUS,62,70.45,0.19,1
0872-JCPIB,17,65.75,0.08,3
3055-MJDSB,9,24.6,0.23,0
9091-WTUUY,64,69.25,0.01,1
1618-CFHME,2,75.9,0.85,3
3165-HDOEW,1,45.85,0.85,0
6581-NQCBA,16,49.95,0.39,0
7115-IRDHS,72,24.65,0.0,2
8496-DMZUK,30,90.4,0.05,3
2040-VZIKE,49,100.85,0.12,1
9068-VPWQQ,61,75.35,0.0,1
0178-SZBHO,47,87.2,0.17,1
0384-RVBPI,20,64.4,0.07,3
1689-MRZQR,34,78.3,0.77,3
1299-AURJA,70,24.7,0.0,2
4525-VZCZG,54,105.85,0.1,1
1543-LLLFT,61,98.3,0.02,1
5835-BEQEU,3,76.95,0.94,3
2788-CJQAQ,13,19.45,0.0,0
5565-FILXA,16,96.15,0.98,3
0319-QZTCO,3,58.7,0.19,0
2120-SMPEX,25,20.15,0.02,0
0096-FCPUF,30,64.5,0.03,3
0668-OGMHD,21,28.5,0.14,0
5552-ZNFSJ,1,45.3,0.99,0
2223-KAGMX,15,19.4,0.69,0
6507-ZJSUR,23,90.45,0.13,3
9408-HRXRK,45,105.15,0.23,1
5593-SUAOO,24,83.15,0.11,3
7321-PKUYW,11,90.15,0.57,3
2833-SLKDQ,1,45.05,0.68,0
6766-HFKLA,56,103.2,0.07,1
7595-EUIVN,1,75.8,0.85,3
7617-EYGLW,1,19.45,0.13,0
2026-TGDHM,7,79.3,0.94,3
9220-ZNKJI,55,88.8,0.03,1
4030-VPZBD,2,30.9,0.83,0
2226-ICFDO,72,85.9,0.0,1
0723-VSOBE,45,34.2,0.06,2
5529-GIBVH,47,20.15,0.0,2
4187-CINZD,46,95.25,0.7,1
9992-UJOEL,2,50.3,0.26,0
4741-WWJQZ,2,80.15,0.21,3
6625-UTXEW,12,51.25,0.04,0
6818-WOBHJ,68,89.6,0.71,1
6244-BESBM,69,95.2,0.03,1
1004-NOZNR,56,94.8,0.2,1
1251-STYSZ,4,80.25,0.12,3
2612-PHGOX,64,76.1,0.01,1
2408-TZMJL,59,110.15,0.76,1
8480-PPONV,62,115.55,0.02,1
8780-IHCRN,63,24.65,0.0,2
4598-ZADCK,53,53.6,0.04,2
1257-SXUXQ,5,19.45,0.0,0
9681-KYGYB,49,88.2,0.13,1
7182-OVLBJ,62,101.15,0.06,1
5095-ETBRJ,55,56.8,0.01,2
7005-CYUIL,71,99.4,0.02,1
4821-WQOYN,72,20.1,0.02,2
4730-AWNAU,36,60.7,0.0,2
3452-FLHYD,25,20.95,0.0,0
2388-LAESQ,72,114.85,0.0,1
9531-NSBMR,36,19.25,0.01,2
6260-ONULR,1,62.8,0.23,3
4389-UEFCZ,72,105.5,0.02,1
8711-LOBKY,59,19.85,0.0,2
9134-CEQMF,7,89.5,0.37,3
8985-OOPOS,1,74.1,0.12,3
8800-ZKRFW,30,107.5,0.18,3
2616-FLVQC,64,19.55,0.04,2
9968-FFVVH,63,68.8,0.01,1
3108-PCCGG,72,84.45,0.01,1
7993-PYKOF,8,75.0,0.29,3
8390-FESFV,62,84.5,0.0,1
3022-BEXHZ,67,111.2,0.08,1
5027-XWQHA,6,44.75,0.84,0
6248-TKCQV,70,80.6,0.0,1
6729-GDNGC,20,80.7,0.15,3
6198-ZFIOJ,5,75.6,0.35,3
5989-OMNJE,24,57.6,0.13,3
4566-QVRRW,11,44.05,0.28,0
1291-CUOCY,72,110.6,0.04,1
9795-SHUHB,66,58.2,0.03,2
3230-IUALN,45,81.0,0.0,1
0042-RLHYP,69,19.7,0.0,2
8519-IMDHU,15,85.6,0.8,3
4945-RVMTE,28,59.55,0.09,3
0201-OAMXR,70,115.55,0.26,1
1866-NXPSP,36,75.55,0.1,3
3372-KWFBM,16,86.6,0.86,3
7831-QGOXH,18,85.2,0.91,3
6393-WRYZE,34,97.65,0.81,3
3941-XTSKM,42,45.1,0.05,2
1661-CZBAU,48,70.95,0.01,1
6599-RCLCJ,47,109.55,0.84,1
9831-BPFRI,39,89.55,0.72,1
5158-RIVOP,11,20.9,0.0,0
9788-YTFGE,7,19.95,0.03,0
9277-JOOMO,3,24.6,0.038,0
1907-YLNYW,8,66.7,0.11,3
1725-MIMXW,1,19.45,0.47,0
8947-YRTDV,32,94.8,0.06,3
3161-ONRWK,60,65.85,0.05,1
0114-RSRRW,10,19.95,0.07,0
4565-NLZBV,71,24.65,0.0,2
0031-PVLZI,4,20.35,0.01,0
